Analysis,Well,Sample,Excluded,Tm,Call,dTm,Slope,Initial,Low,Peak,Message
Program - SYPRO Orange - All Samples,E03,Sample 99,FALSE,66.5509287,Positive,,0.406925177,29.84557556,23.02640978,25.41280057,
Program - SYPRO Orange - All Samples,E04,Sample 100,FALSE,66.8651412,Positive,,0.487387938,29.90989299,21.53558503,24.47522827,
Program - SYPRO Orange - All Samples,E05,Sample 101,FALSE,66.5646329,Positive,,0.543506984,35.8928463,23.20480296,26.22390455,
Program - SYPRO Orange - All Samples,E06,Sample 102,FALSE,66.1551569,Positive,,0.371244095,20.68868162,14.00879275,16.36746854,
Program - SYPRO Orange - All Samples,E07,Sample 103,FALSE,66.27269458,Positive,,0.441417235,28.20346861,18.73213342,21.28559592,
Program - SYPRO Orange - All Samples,E08,Sample 104,FALSE,66.7490598,Positive,,0.612920966,36.39274923,24.06824026,27.72598202,
Program - SYPRO Orange - All Samples,E09,Sample 105,FALSE,66.51960009,Positive,,0.451510314,33.98343824,22.68481639,25.4142477,
Program - SYPRO Orange - All Samples,E10,Sample 106,FALSE,65.81494673,Positive,,0.23029272,23.83826349,16.74526824,18.05796062,
Program - SYPRO Orange - All Samples,E11,Sample 107,FALSE,65.24612384,Positive,,0.201241937,20.9138242,14.60575122,15.84424942,
Program - SYPRO Orange - All Samples,E12,Sample 108,FALSE,65.40584969,Positive,,0.391711675,39.46100812,28.7084616,31.16857398,
Program - SYPRO Orange - All Samples,E13,Sample 109,FALSE,66.36763475,Positive,,0.407749742,31.18472772,20.9763727,23.42820202,
Program - SYPRO Orange - All Samples,E14,Sample 110,FALSE,64.56195386,Positive,,0.242119894,29.96912928,21.18580832,22.86240308,
Program - SYPRO Orange - All Samples,E15,Sample 111,FALSE,66.46584829,Positive,,0.372991297,30.15531724,22.27898735,24.77400854,
Program - SYPRO Orange - All Samples,E16,Sample 112,FALSE,67.07712985,Positive,,0.377267305,21.00694977,15.27082872,17.78777828,
Program - SYPRO Orange - All Samples,E17,Sample 113,FALSE,66.55342536,Positive,,0.471224091,22.74023738,16.39155293,19.60367959,
Program - SYPRO Orange - All Samples,E18,Sample 114,FALSE,66.47871118,Positive,,0.296172246,17.36659386,12.58451677,14.42684408,
Program - SYPRO Orange - All Samples,E19,Sample 115,FALSE,66.43466307,Positive,,0.541394888,33.43799236,21.56230895,24.76192335,
Program - SYPRO Orange - All Samples,E20,Sample 116,FALSE,66.98273496,Positive,,0.527411139,32.81745533,21.9579798,24.84061544,
Program - SYPRO Orange - All Samples,E21,Sample 117,FALSE,66.66649216,Positive,,0.32305677,24.8924885,16.67800346,18.48826817,
Program - SYPRO Orange - All Samples,E22,Sample 118,FALSE,65.9919311,Positive,,0.231154638,25.80016608,17.38324928,18.69137309,
Program - SYPRO Orange - All Samples,E23,Sample 119,FALSE,65.85078471,Positive,,0.2722109,30.62620445,21.03716341,22.58667376,
Program - SYPRO Orange - All Samples,E24,Sample 120,FALSE,65.56449107,Positive,,0.153472124,22.8820895,16.33344505,17.30850756,
Program - SYPRO Orange - All Samples,F01,Sample 121,FALSE,66.3112933,Positive,,0.363721915,34.82967063,21.98546567,23.83427274,
Program - SYPRO Orange - All Samples,F02,Sample 122,FALSE,64.82942065,Positive,,0.203773251,28.34132261,20.81247824,22.02913579,
Program - SYPRO Orange - All Samples,F03,Sample 123,FALSE,66.85271522,Positive,,0.478757061,36.85029057,26.66133908,29.50335096,
Program - SYPRO Orange - All Samples,F04,Sample 124,FALSE,66.84883878,Positive,,0.468979738,30.97923506,22.78497427,25.69792906,
Program - SYPRO Orange - All Samples,F05,Sample 125,FALSE,66.4900545,Positive,,0.910581918,39.58610061,28.22098091,34.19203718,
Program - SYPRO Orange - All Samples,F06,Sample 126,FALSE,66.08199984,Positive,,0.680692362,40.07742744,26.60161065,30.74491632,
Program - SYPRO Orange - All Samples,F07,Sample 127,FALSE,65.98309138,Positive,,0.479744353,27.45013841,19.67905692,22.67056366,
Program - SYPRO Orange - All Samples,F08,Sample 128,FALSE,66.5240862,Positive,,0.477322061,30.95226352,21.92662693,24.76107119,
Program - SYPRO Orange - All Samples,F09,Sample 129,FALSE,66.12021456,Positive,,0.319621518,25.92992005,18.64868965,20.77009386,
Program - SYPRO Orange - All Samples,F10,Sample 130,FALSE,66.12852642,Positive,,0.257763246,27.7027647,19.33624217,20.89631028,
Program - SYPRO Orange - All Samples,F11,Sample 131,FALSE,65.52969447,Positive,,0.374633474,38.16773284,26.83119818,29.31713194,
Program - SYPRO Orange - All Samples,F12,Sample 132,FALSE,65.54628362,Positive,,0.162027886,23.70600731,16.70237554,17.62254125,
Program - SYPRO Orange - All Samples,F13,Sample 133,FALSE,66.24526901,Positive,,0.300006837,24.37974058,16.95763736,18.75632514,
Program - SYPRO Orange - All Samples,F14,Sample 134,FALSE,64.81634428,Positive,,0.179211738,29.63950981,20.92535947,21.93014708,
Program - SYPRO Orange - All Samples,F15,Sample 135,FALSE,66.30323429,Positive,,0.350474851,31.43486984,23.68415003,26.03283015,
Program - SYPRO Orange - All Samples,F16,Sample 136,FALSE,67.42010819,Positive,,0.300057765,20.79232821,14.35428967,16.07015105,
Program - SYPRO Orange - All Samples,F17,Sample 137,FALSE,66.55388378,Positive,,0.35912827,24.19767033,16.67441828,18.83440464,
Program - SYPRO Orange - All Samples,F18,Sample 138,FALSE,66.34254773,Positive,,0.481632855,30.57535475,21.3442435,24.28012145,
Program - SYPRO Orange - All Samples,F19,Sample 139,FALSE,66.53401979,Positive,,0.420297617,31.90949797,20.40409234,22.72213241,
Program - SYPRO Orange - All Samples,F20,Sample 140,FALSE,66.96778388,Positive,,0.251733937,26.23190013,17.35749137,18.58078763,
Program - SYPRO Orange - All Samples,F21,Sample 141,FALSE,66.63110622,Positive,,0.321776986,27.10302151,18.90840861,20.76431631,
Program - SYPRO Orange - All Samples,F22,Sample 142,FALSE,66.29293965,Positive,,0.217057795,29.82979968,20.31318718,21.52028055,
Program - SYPRO Orange - All Samples,F23,Sample 143,FALSE,65.67785607,Positive,,0.431391028,46.19029491,33.79355048,36.30735291,
Program - SYPRO Orange - All Samples,F24,Sample 144,FALSE,65.79957403,Positive,,0.211490944,36.21960707,24.38881734,25.62826773,
Program - SYPRO Orange - All Samples,G01,Sample 145,FALSE,67.62366792,Positive,,0.107898152,49.98892637,29.41081909,29.76013835,
Program - SYPRO Orange - All Samples,G02,Sample 146,FALSE,66.06668592,Positive,,0.306663843,33.50844911,24.76117207,26.49451865,
Program - SYPRO Orange - All Samples,G03,Sample 147,FALSE,67.61422937,Positive,,0.407445175,44.42534046,34.251916,36.29406788,
Program - SYPRO Orange - All Samples,G04,Sample 148,FALSE,67.74056433,Positive,,0.390013841,34.09943568,25.50218408,27.68867139,
Program - SYPRO Orange - All Samples,G05,Sample 149,FALSE,66.86117813,Positive,,0.342499657,30.33691142,21.36840912,23.34412683,
Program - SYPRO Orange - All Samples,G06,Sample 150,FALSE,66.4081469,Positive,,0.290396457,24.97063239,19.12263344,21.00974867,
Program - SYPRO Orange - All Samples,G07,Sample 151,FALSE,66.76581503,Positive,,0.303354037,30.67905548,22.83519579,24.63980853,
Program - SYPRO Orange - All Samples,G08,Sample 152,FALSE,66.99697751,Positive,,0.264896171,26.45888834,20.33230367,22.05988512,
Program - SYPRO Orange - All Samples,G09,Sample 153,FALSE,66.73689678,Positive,,0.128433173,18.99475702,13.52951769,14.34663604,
Program - SYPRO Orange - All Samples,G10,Sample 154,FALSE,67.25967549,Positive,,0.230030421,30.59132467,23.66946696,25.03383557,
Program - SYPRO Orange - All Samples,G11,Sample 155,FALSE,66.35159058,Positive,,0.176390503,26.63962739,21.29428169,22.63219463,
Program - SYPRO Orange - All Samples,G12,Sample 156,FALSE,66.78355239,Positive,,0.155321365,43.7353259,29.18989959,29.78546456,
Program - SYPRO Orange - All Samples,G13,Sample 157,FALSE,66.73981516,Positive,,0.213891541,28.55632999,20.80747945,22.1095571,
Program - SYPRO Orange - All Samples,G14,Sample 158,FALSE,65.98768463,Positive,,0.240673413,53.63697393,33.15919529,34.11499903,
Program - SYPRO Orange - All Samples,G15,Sample 159,FALSE,67.19021695,Positive,,0.242751186,34.46587082,25.88731117,27.36576311,
Program - SYPRO Orange - All Samples,G16,Sample 160,FALSE,67.47897867,Positive,,0.315671958,29.08733119,21.17242187,23.22959339,
Program - SYPRO Orange - All Samples,G17,Sample 161,FALSE,67.04884638,Positive,,0.123047855,51.96991481,28.03073924,28.44779197,
Program - SYPRO Orange - All Samples,G18,Sample 162,FALSE,66.72784047,Positive,,0.345516913,31.09738048,22.65506564,24.86883348,
Program - SYPRO Orange - All Samples,G19,Sample 163,FALSE,67.26118057,Positive,,0.35968185,33.01288048,23.48858834,25.63126471,
Program - SYPRO Orange - All Samples,G20,Sample 164,FALSE,67.35630959,Positive,,0.231610282,29.1242168,20.44941237,21.69758955,
Program - SYPRO Orange - All Samples,G21,Sample 165,FALSE,67.03521867,Positive,,0.245487973,31.66193251,22.91742843,24.44276242,
Program - SYPRO Orange - All Samples,G22,Sample 166,FALSE,67.20396038,Positive,,0.133502782,33.54945694,23.23933277,23.88866844,
Program - SYPRO Orange - All Samples,G23,Sample 167,FALSE,66.68568996,Uncertain,,0.084052661,29.2763959,20.58408966,20.9827041,1st derivative max below detection limit (2.5 * deviation)
Program - SYPRO Orange - All Samples,G24,Sample 168,FALSE,66.05887831,Positive,,0.122394408,32.49724904,23.72466676,24.49487753,
Program - SYPRO Orange - All Samples,H01,Sample 169,FALSE,69.10871713,Positive,,0.12748315,47.07862266,32.250454,32.66967913,
Program - SYPRO Orange - All Samples,H02,Sample 170,FALSE,66.76955226,Positive,,0.141130545,28.28317836,21.96143115,22.68499147,
Program - SYPRO Orange - All Samples,H03,Sample 171,FALSE,69.34091469,Positive,,0.25686796,30.98570606,26.1615331,27.79229181,
Program - SYPRO Orange - All Samples,H04,Sample 172,FALSE,69.23875156,Positive,,0.212073137,33.05962377,25.04112864,26.11066401,
Program - SYPRO Orange - All Samples,H05,Sample 173,FALSE,67.78417549,Positive,,0.239441138,34.78991955,26.38623619,27.98516048,
Program - SYPRO Orange - All Samples,H06,Sample 174,FALSE,68.01735904,Positive,,0.169299668,31.34378846,22.99736107,23.95117356,
Program - SYPRO Orange - All Samples,H07,Sample 175,FALSE,68.1869669,Positive,,0.232537504,39.42582825,29.09352247,30.37633568,
Program - SYPRO Orange - All Samples,H08,Sample 176,FALSE,68.06006453,Positive,,0.188779761,36.60939467,29.51029345,30.80463224,
Program - SYPRO Orange - All Samples,H09,Sample 177,FALSE,67.90382496,Uncertain,,0.255263435,35.06717986,27.80581994,29.89875372,1st derivative max below detection limit (2.5 * deviation)
Program - SYPRO Orange - All Samples,H10,Sample 178,FALSE,69.3574216,Positive,,0.141572656,29.75018695,22.51948036,23.43581893,
Program - SYPRO Orange - All Samples,H11,Sample 179,FALSE,68.54754325,Positive,,0.135078854,32.65600067,26.05117706,26.8840809,
Program - SYPRO Orange - All Samples,H12,Sample 180,FALSE,67.87471616,Positive,,0.185473098,35.2287902,27.12467894,28.58316393,
Program - SYPRO Orange - All Samples,H13,Sample 181,FALSE,68.67714986,Positive,,-0.122642692,68.83204129,36.53479898,36.51653187,
Program - SYPRO Orange - All Samples,H14,Sample 182,FALSE,66.23130813,Positive,,0.158173265,33.72816534,26.40814006,27.26432047,
Program - SYPRO Orange - All Samples,H15,Sample 183,FALSE,68.04860338,Positive,,0.151825558,41.41724069,31.6769056,32.55693506,
Program - SYPRO Orange - All Samples,H16,Sample 184,FALSE,67.86040938,Positive,,0.115730725,35.08192012,27.01408852,27.59570933,
Program - SYPRO Orange - All Samples,H17,Sample 185,FALSE,67.38990495,Positive,,0.177661945,34.67093254,26.02041655,27.10596001,
Program - SYPRO Orange - All Samples,H18,Sample 186,FALSE,67.54841506,Positive,,0.236151345,37.67944747,28.72631792,30.16511739,
Program - SYPRO Orange - All Samples,H19,Sample 187,FALSE,68.18899988,Positive,,0.22986934,37.40406438,27.42851417,28.93211621,
Program - SYPRO Orange - All Samples,H20,Sample 188,FALSE,68.78665452,Positive,,0.153201531,38.0633304,27.80159836,28.58414659,
Program - SYPRO Orange - All Samples,H21,Sample 189,FALSE,68.2290282,Positive,,0.075705461,29.48925757,21.19106612,21.61073086,
Program - SYPRO Orange - All Samples,H22,Sample 190,FALSE,68.30126269,Uncertain,,0.052778514,37.82519167,28.4269651,28.71932891,1st derivative max below detection limit (2.5 * deviation)
Program - SYPRO Orange - All Samples,H23,Sample 191,FALSE,67.91245996,Positive,,0.086780664,38.8942359,29.13781297,29.5840056,
Program - SYPRO Orange - All Samples,H24,Sample 192,FALSE,67.17326498,Positive,,0.095458366,39.92832365,29.56627926,30.09616722,
Program - SYPRO Orange - All Samples,I01,Sample 193,FALSE,66.20004771,Positive,,0.193829745,12.3492063,7.95102393,8.967486414,
Program - SYPRO Orange - All Samples,I02,Sample 194,FALSE,62.17638541,Positive,,0.595693123,31.804096,25.03090609,29.9615479,
Program - SYPRO Orange - All Samples,I03,Sample 195,FALSE,65.90348756,Positive,,0.615724206,32.84826027,24.02581209,27.90962,
Program - SYPRO Orange - All Samples,I04,Sample 196,FALSE,66.53718878,Positive,,0.569346421,24.6780497,18.24203848,21.96526852,
Program - SYPRO Orange - All Samples,I05,Sample 197,FALSE,65.47586904,Positive,,0.666874032,28.35710978,20.22584921,25.12451929,
Program - SYPRO Orange - All Samples,I06,Sample 198,FALSE,65.94460933,Positive,,0.55204681,22.5354577,15.39691097,19.47166867,
Program - SYPRO Orange - All Samples,I07,Sample 199,FALSE,66.66961595,Positive,,0.699469253,24.45886144,15.35498327,19.9209882,
Program - SYPRO Orange - All Samples,I08,Sample 200,FALSE,66.40794353,Positive,,0.603268195,26.9397483,16.96099629,20.42031366,
Program - SYPRO Orange - All Samples,I09,Sample 201,FALSE,66.40226909,Positive,,0.484057657,14.57297238,9.604317657,12.66968008,
Program - SYPRO Orange - All Samples,I10,Sample 202,FALSE,65.9179377,Positive,,0.304935797,12.70661069,8.480795381,10.10425105,
Program - SYPRO Orange - All Samples,I11,Sample 203,FALSE,65.60522347,Positive,,0.260934744,20.40175542,12.08093903,13.33953599,
Program - SYPRO Orange - All Samples,I12,Sample 204,FALSE,67.70011703,Uncertain,,0.314655728,18.80788767,14.10666497,16.53446344,deviation of curve > maximum deviation 0.05
Program - SYPRO Orange - All Samples,I13,Sample 205,FALSE,66.48495115,Positive,,0.132276141,27.98490308,14.32939428,14.81802199,
Program - SYPRO Orange - All Samples,I14,Sample 206,FALSE,61.69216103,Positive,,0.650954754,32.41441435,25.11613477,30.20219785,
Program - SYPRO Orange - All Samples,I15,Sample 207,FALSE,65.84562215,Positive,,0.501383701,31.14259626,21.27405746,24.48395384,
Program - SYPRO Orange - All Samples,I16,Sample 208,FALSE,66.38495115,Positive,,0.332703597,15.80068476,11.51831286,13.6882195,
Program - SYPRO Orange - All Samples,I17,Sample 209,FALSE,65.54726258,Positive,,0.570177766,28.78403119,20.64394163,24.83794688,
Program - SYPRO Orange - All Samples,I18,Sample 210,FALSE,66.11955302,Positive,,0.50423174,27.43515899,18.35586708,21.68203186,
Program - SYPRO Orange - All Samples,I19,Sample 211,FALSE,66.50688448,Positive,,0.424321263,16.63928192,11.12089507,13.88782993,
Program - SYPRO Orange - All Samples,I20,Sample 212,FALSE,66.71909433,Positive,,0.532364143,23.91724446,15.0687025,18.07273778,
Program - SYPRO Orange - All Samples,I21,Sample 213,FALSE,66.91401904,Positive,,0.365116799,23.49271696,13.48934684,15.27872482,
Program - SYPRO Orange - All Samples,I22,Sample 214,FALSE,66.42859992,Positive,,0.340608622,21.2500478,13.20606118,14.88703347,
Program - SYPRO Orange - All Samples,I23,Sample 215,FALSE,65.95993551,Positive,,0.246875105,21.6846428,13.45321226,14.608505,
Program - SYPRO Orange - All Samples,I24,Sample 216,FALSE,65.69156264,Positive,,0.440256921,29.20418377,17.0798693,19.51209345,
Program - SYPRO Orange - All Samples,J01,Sample 217,FALSE,66.55130698,Positive,,0.338015835,19.86848666,12.20336188,13.88961194,
Program - SYPRO Orange - All Samples,J02,Sample 218,FALSE,63.38751583,Positive,,0.393947328,29.51374945,21.92258551,24.80432767,
Program - SYPRO Orange - All Samples,J03,Sample 219,FALSE,65.99223265,Positive,,0.369454589,23.7861074,18.29752006,20.66560302,
Program - SYPRO Orange - All Samples,J04,Sample 220,FALSE,66.65039823,Positive,,0.547001832,36.7403377,23.63991238,26.66682293,
Program - SYPRO Orange - All Samples,J05,Sample 221,FALSE,66.46517402,Positive,,0.524795959,26.25860993,18.4865021,21.95284446,
Program - SYPRO Orange - All Samples,J06,Sample 222,FALSE,66.41934566,Positive,,0.433620325,19.65347251,13.69095712,16.57824393,
Program - SYPRO Orange - All Samples,J07,Sample 223,FALSE,66.37922172,Positive,,0.339042053,11.62912685,7.921872944,10.18024595,
Program - SYPRO Orange - All Samples,J08,Sample 224,FALSE,66.70517487,Positive,,0.476838886,22.78612102,14.3550275,17.04586815,
Program - SYPRO Orange - All Samples,J09,Sample 225,FALSE,66.27335822,Positive,,0.218625783,11.00350192,7.391376408,8.656778836,
Program - SYPRO Orange - All Samples,J10,Sample 226,FALSE,65.72243498,Positive,,0.359045621,17.95351011,12.46987246,14.74918537,
Program - SYPRO Orange - All Samples,J11,Sample 227,FALSE,65.54499416,Positive,,0.347267709,17.64737397,12.14520337,14.29736361,
Program - SYPRO Orange - All Samples,J12,Sample 228,FALSE,65.25655737,Positive,,0.27389685,18.90370836,13.68838066,15.41779608,
Program - SYPRO Orange - All Samples,J13,Sample 229,FALSE,66.50511086,Positive,,0.312631503,17.33719006,10.84730824,12.45264776,
Program - SYPRO Orange - All Samples,J14,Sample 230,FALSE,62.97483045,Positive,,0.460910853,32.99178429,24.02967931,27.45244422,
Program - SYPRO Orange - All Samples,J15,Sample 231,FALSE,65.57272179,Positive,,0.321908209,24.16540783,17.6272264,19.54113001,
Program - SYPRO Orange - All Samples,J16,Sample 232,FALSE,66.77377765,Positive,,0.449808527,24.41996323,17.1194078,20.01923104,
Program - SYPRO Orange - All Samples,J17,Sample 233,FALSE,66.10475931,Positive,,0.368381581,15.6520153,11.69137728,14.44465233,
Program - SYPRO Orange - All Samples,J18,Sample 234,FALSE,66.24430577,Positive,,0.355642588,14.39592234,10.29659872,12.77332631,
Program - SYPRO Orange - All Samples,J19,Sample 235,FALSE,66.29052334,Positive,,0.23329964,12.8690739,8.156191012,9.471420881,
Program - SYPRO Orange - All Samples,J20,Sample 236,FALSE,66.90197153,Positive,,0.473209757,25.23673542,15.00178328,17.42109562,
Program - SYPRO Orange - All Samples,J21,Sample 237,FALSE,66.84786286,Positive,,0.371630544,21.88485352,13.36036547,15.29712527,
Program - SYPRO Orange - All Samples,J22,Sample 238,FALSE,66.317296,Positive,,0.633652471,39.91859007,23.49032944,26.83187395,
Program - SYPRO Orange - All Samples,J23,Sample 239,FALSE,65.76212463,Positive,,0.704612393,40.89502091,24.47575426,28.59057292,
Program - SYPRO Orange - All Samples,J24,Sample 240,FALSE,65.58358681,Positive,,0.32473401,33.28109313,21.40964037,23.34491079,
Program - SYPRO Orange - All Samples,K01,Sample 241,FALSE,66.60180596,Positive,,0.431305043,27.50388518,16.90189718,19.1419084,
Program - SYPRO Orange - All Samples,K02,Sample 242,FALSE,63.92828805,Positive,,0.39357954,38.21171218,26.38958358,28.7781528,
Program - SYPRO Orange - All Samples,K03,Sample 243,FALSE,66.48049311,Positive,,0.273787542,67.77613084,33.76199735,34.83331241,
Program - SYPRO Orange - All Samples,K04,Sample 244,FALSE,66.79815304,Positive,,0.568465256,25.12805057,18.84193366,22.5380939,
Program - SYPRO Orange - All Samples,K05,Sample 245,FALSE,66.47041472,Positive,,0.507413129,24.36830803,17.30486967,20.68146049,
Program - SYPRO Orange - All Samples,K06,Sample 246,FALSE,66.48868381,Positive,,0.376713534,18.03997966,12.71170233,15.07086084,
Program - SYPRO Orange - All Samples,K07,Sample 247,FALSE,66.52405752,Positive,,0.496114907,18.41130303,12.2198522,15.16847664,
Program - SYPRO Orange - All Samples,K08,Sample 248,FALSE,66.59051151,Positive,,0.452620577,20.24585798,13.46038121,16.06880675,
Program - SYPRO Orange - All Samples,K09,Sample 249,FALSE,66.23278389,Positive,,0.241301613,25.58980889,15.18628494,16.31560962,
Program - SYPRO Orange - All Samples,K10,Sample 250,FALSE,66.02781936,Positive,,0.542291835,30.28973718,20.53004414,23.87714778,
Program - SYPRO Orange - All Samples,K11,Sample 251,FALSE,65.32557353,Positive,,0.407775958,22.86373017,16.27316191,18.93945955,
Program - SYPRO Orange - All Samples,K12,Sample 252,FALSE,65.29970652,Positive,,0.310847586,41.97514122,27.06561512,28.7263706,
Program - SYPRO Orange - All Samples,K13,Sample 253,FALSE,66.3541161,Positive,,0.407563359,20.16678225,13.33448235,15.55525188,
Program - SYPRO Orange - All Samples,K14,Sample 254,FALSE,63.14603606,Positive,,0.377369238,29.94628222,23.21785184,25.90278405,
Program - SYPRO Orange - All Samples,K15,Sample 255,FALSE,66.26509253,Positive,,0.365388088,30.65528561,20.37857221,22.71885798,
Program - SYPRO Orange - All Samples,K16,Sample 256,FALSE,66.42137686,Positive,,0.227059375,16.05337084,11.19932785,12.52246115,
Program - SYPRO Orange - All Samples,K17,Sample 257,FALSE,66.49514715,Positive,,0.430545551,24.58193908,17.12573124,19.86149395,
Program - SYPRO Orange - All Samples,K18,Sample 258,FALSE,66.58561907,Positive,,0.454601083,23.62346143,14.9795114,17.87028002,
Program - SYPRO Orange - All Samples,K19,Sample 259,FALSE,66.3848074,Positive,,0.478755225,25.58379817,16.34299487,19.04088681,
Program - SYPRO Orange - All Samples,K20,Sample 260,FALSE,66.78805212,Positive,,0.294969628,17.30870006,11.08664463,12.72382436,
Program - SYPRO Orange - All Samples,K21,Sample 261,FALSE,66.72285323,Positive,,0.349637943,23.41240027,15.27133026,17.16791951,
Program - SYPRO Orange - All Samples,K22,Sample 262,FALSE,66.31741255,Positive,,0.361864457,27.1709377,17.91641322,20.06044085,
Program - SYPRO Orange - All Samples,K23,Sample 263,FALSE,65.75358775,Positive,,0.494199356,41.84625817,25.1365636,27.99699156,
Program - SYPRO Orange - All Samples,K24,Sample 264,FALSE,66.30998497,Positive,,0.246174985,26.89637815,17.54335028,18.9926723,
Program - SYPRO Orange - All Samples,L01,Sample 265,FALSE,66.4975417,Positive,,0.534256398,35.00078441,21.22384934,24.00200856,
Program - SYPRO Orange - All Samples,L02,Sample 266,FALSE,64.55963847,Positive,,0.369850878,36.55378873,26.19795523,28.60371182,
Program - SYPRO Orange - All Samples,L03,Sample 267,FALSE,66.47612276,Positive,,0.423870704,36.09080525,26.67041963,28.9692044,
Program - SYPRO Orange - All Samples,L04,Sample 268,FALSE,66.80668065,Positive,,0.397125478,26.84535471,18.01381364,20.40186621,
Program - SYPRO Orange - All Samples,L05,Sample 269,FALSE,66.22141619,Positive,,0.572070259,25.08792043,18.72433175,22.35603406,
Program - SYPRO Orange - All Samples,L06,Sample 270,FALSE,66.47329694,Positive,,0.412279793,23.07473041,15.09119232,17.66257287,
Program - SYPRO Orange - All Samples,L07,Sample 271,FALSE,66.15515264,Positive,,0.511078973,20.9634668,14.66496873,17.88686603,
Program - SYPRO Orange - All Samples,L08,Sample 272,FALSE,66.78475845,Positive,,0.449278013,27.55679713,18.3546626,20.84586131,
Program - SYPRO Orange - All Samples,L09,Sample 273,FALSE,66.35730762,Positive,,0.197903491,13.3894785,9.023487524,10.17811346,
Program - SYPRO Orange - All Samples,L10,Sample 274,FALSE,65.96177395,Positive,,0.300534625,23.83031011,16.97471198,18.85940358,
Program - SYPRO Orange - All Samples,L11,Sample 275,FALSE,65.43993861,Positive,,0.356873701,34.02568928,23.28571322,25.39824263,
Program - SYPRO Orange - All Samples,L12,Sample 276,FALSE,65.28303504,Positive,,0.355829921,30.31619203,21.4092503,23.86058181,
Program - SYPRO Orange - All Samples,L13,Sample 277,FALSE,66.45776011,Positive,,0.463801906,26.29157414,17.21275279,19.92740082,
Program - SYPRO Orange - All Samples,L14,Sample 278,FALSE,64.13499372,Positive,,0.288396958,23.91062229,17.66280022,19.86290532,
Program - SYPRO Orange - All Samples,L15,Sample 279,FALSE,66.19979664,Positive,,0.358007,31.32100458,22.23807896,24.68882203,
Program - SYPRO Orange - All Samples,L16,Sample 280,FALSE,66.77213667,Positive,,0.248777645,16.72464477,12.10367044,13.57890614,
Program - SYPRO Orange - All Samples,L17,Sample 281,FALSE,66.3198685,Positive,,0.292517608,14.49504283,10.37953428,12.24756017,
